VideoID,title,duration,upload_date
FWYHJLh94Zk,A siege of Mecca changed the Muslim world | 1979 Grand Mosque Seizure | Religion with Aslan Pahari,554,20240607
PVA9zcHN-mc,VILLAINY - The MF DOOM Story,554,20200502
KQ-wJbvS0Uw,This Mod is NOT Create,555,20240826
oTGC1e18ucE,the game i made to become a better artist,556,20250306
sO3AYx0NTdc,LilyGO T-Deck Pro – The 3rd Evolution of the T-Deck Series!,557,20250403
Qz--xil7AxU,"Film Photography 101 (for beginners!) | disposable cameras, point and shoot, instant, and manual",560,20200827
x44bda1dz84,Optimizing LibreOffice To Work Like Microsoft Office ...,561,20240928
_UcP7JZHr8U,How To Make a CRT Video Wall - For under $300,563,20241114
w8gE58Gwbj0,#6 The General Formula for Capital - Understanding Capital | Rhizome,564,20190412
xFXKz5sj1ig,The Paradox of Evangelion,565,20180625
d0sq-RQQ04c,Eight mistakes new bike commuters make that can be easily avoided,565,20211022
JiQVHjwZRfk,My Favorite Comic Book Adaptation,566,20241118
DbaQuZlxB4k,"Niantic Should Expand, not Nerf, Pokémon Go's Play from Home Features - Access-Ability",567,20200724
XOuRZ3IrW08,"Production necessitates distribution, your brain doesn't think, and more fun with dialectics",567,20240331
kZKjMWIP5iA,How to Read More,567,20230528
s0HpkbOSH4M,"Can Hip Hop ever be ""Radical"" again?",568,20250428
8KNYjE31ZLg,Bullshit Education and American Psycho,568,20230304
Zwt0iHe8SSY,How To College Dorm Room,570,20181126
mqSzJnQm3qQ,The Art Movement that (thankfully) lasted just a few years,571,20241014
hOlGYnH4Ca4,BEST Chrome Extensions for PRODUCTIVITY all Web Developers NEED // 2020,573,20200508
OQq1VKpIVFk,Why I Sleep on a Japanese Bed and Will Never Go Back to a Western Bed,574,20240308
tTmCxVsagRw,i made my room dark academia (& struggled),574,20200916
pKytAggTQ9w,Ye's Dark Twisted Gooner Misogyny: The Gooner to Alt-Right Pipeline,575,20250208
wDKgG4OgAC4,This Dish is More than 1000 Years Old and Still Loved,575,20231213
OjU6KwF5530,An Entire* Walkthrough of the Linux Kernel in 10 Minutes,578,20241205
blsKEwkUKgg,GFX design: in-depth guide and workflow,581,20250117
GO8NoZ7d8H4,anti-war films don't exist.,581,20240814
JyfBZwIuOsY,The best *free* read later app,582,20231128
YXRJJsMDmBg,The Darkest Genre of Rap..,584,20220808
H_0DmBNzGao,Minium,584,20240907
rWC5KlPPZSk,The PHYSICAL MEDIA Dilemma,585,20231128
G9wI7l_-I_k,my enemies are in power and everything sucks,585,20250120
dElkxu0tWHg,i locked myself in a room until i made $1M,586,20250308
14AQjqrkwAg,THE PHILOSOPHY BRO EPIDEMIC,586,20241119
jf-SbSfiXn4,Why I'm Quitting the Japanese Duolingo Course (An Honest Review),588,20210208
jAMegKEetx4,programming projects that taught me how to code,589,20240219
f4C4NaNtRvk,Khalil Andani vs. Twelver Takfiri: Are Ismailis Muslims? Muhammad Rafed rejects ruling of Khamenei,589,20231004
Pi39PpnvMVw,Packing for College like a Minimalist,589,20200824
eNwpiHzfeJ0,What Happened to India's Only Ever NBA Player?,591,20241201
plBdxxbLvUw,ALT Mive Style Folder 2 (AT-M140) - Unbox & Review,591,20250324
k93eOY9GbRI,Why does Bengali sound so sweet?,591,20210812
abnSBGqEOGo,আই এস আই | Understanding Pakis*tan's Inter-Services Intelligence (ISI),591,20221126
65Ke-jGG2wU,The Colossal Failure of the Samurai Republic,592,20250327
mob4RkUFIAE,How to Film Yourself and Look Cinematic,593,20230823
byNaO_zn2fI,How to self study pure math - a step-by-step guide,593,20211224
FE-2wMtLw6E,Megastructures of the Future Explained,596,20211126
9bwTI__ZKxc,"""I'm not one of THOSE gays-"" shut up.",597,20240621
GvBgPBVcjEM,I’m bad at coding…. (my software engineering journey),597,20220524
XuQVbZ0wENE,Turning the worst key on a keyboard into the most useful one,599,20240723
2RQH5Ycj1C8,Being the Best/Worst Ever,599,20181202
N1VC2SiUaz0,The Inconvenient Truth About New Laptops,600,20241031
qdHipyZgOTY,"Swiss web design: simple, but it works. Here's why",600,20240902
RLxl2O0v_vQ,How to EASILY film yourself,600,20230504
i2ypCsB93gM,10 years of embedded coding in 10 minutes,601,20220601
I_Jy-iTL0EY,Measuring Make Me Mad,601,20210826
AWNKQ2ete5Q,THIS IS THE MOST DISTURBING FILM I'VE EVER SEEN | THE STRANGE THING ABOUT THE JOHNSONS,603,20220316
7Ron6MN45LY,Learn How to Solve a Rubik's Cube in 10 Minutes (Beginner Tutorial),603,20180919
UOtb5jUogXw,Past Predictions of the Future Every Decade,603,20200908
h1SZJLOxyLQ,Why Japan Has Been In A 30 Year Long Recession,604,20240724
SnvtR-w5t6w,The Existentialist’s Guide to VR,604,20200319
n9aDaXzEVnA,Not Your Average 2 Week Phase,605,20241126
MSfjCG4V2GM,Hailee Steinfeld Answers the Web's Most Searched Questions | WIRED,605,20191101
7FkeXLZkulM,So You're Going to University...? WHAT I WISH I'D KNOWN BEFORE UNI! | Jack Edwards,605,20180816
_VEp-h-2RnU,The Dying Planets of Iota Draconis,606,20250222
r4_-QKoYyb8,How to Stick to your Resolutions,606,20220205
M6NsEDwHHiE,The drawing advice that changed my life,606,20200109
5mK_HYCl2CQ,The Sociology of JoJo Rabbit | Video Essay,606,20200228
NapGLT3WFX8,Learn Arabic from scratch : Lesson 1 - The Speaking Course for Absolute Beginners,607,20240118
Q7lettUm9ag,After Rome: Further Development of Medicine in the Arab World,607,20200817
JDm6kxxT-_E,2 YEARS with the CHEAPEST Laptop on eBay...,608,20241106
LMCaQtZ-1Yc,Valery Sablin: Lenin Lives! *stomp stomp*,608,20220826
QiVzOXP5HqU,"""Smart"" Financial Decisions Create Deadbeats in their 20s",609,20240425
Qd-jJjduWeQ,Create Beautiful Python GUI in 10 Minutes 🐍 | Tkinter Designer Tutorial,609,20220925
5j1Yp7QFU2I,my ultimate college & dorm essentials packing list | minimalist and simple,609,20220611
BTYyJsuNPdU,Things I Try To Do Every Day as a Student,609,20220226
1o8R02Bikqk,10 Insane Batman Mysteries That Kept Fans Guessing,609,20190719
8mUnm1dghRY,ESSENTIAL Albums For Rap Subgenres,610,20220422
mc979OhitAg,How ELECTRICITY works - working principle,610,20171018
P-LFuvKv_bI,7 Philosophical Science Fiction Novels You Need to Read,610,20230218
-XGf1ISS0F0,what different college majors would wear if they had proper sleep & decent fashion sense (part 4),610,20210602
bErJpKrEhzc,How to build a cable-free dream desk,611,20221125
14gTLf8DTZc,be the coolest person you know,612,20250306
6kNV7yZuKpI,Abed's Most Meta Moments | Community,612,20231112
hv0s3mottd4,Organize your life with this pocket notebook setup,614,20240113
7-djg27lJyQ,Essential Tools that you will need for creating electronics projects!,616,20200719
_uAtR-gXlZY,4 Lies New Leftists Believe,616,20241111
WAJyPHW-spU,5 Leftist Books that Changed my Life,616,20241206
nJPQDyw9YXI,How to make a Lower Calorie Smash Burger that still tastes good.,616,20200701
Hqqv46DgxLs,Northernlion needs to cultivate a better community,617,20241024
Hefikoe_mfk,ep. 4: fin. (finals week) | madi skye,617,20170527
1iE39l3Rdt4,Ultimate Simple Easy Guide To Cologne,618,20230923
qS4mvrWWO_M,How I Plan My Coding Projects,618,20211006
AD23voSRhCM,How to Build Your College List,619,20240728
UO9wfLseT9s,My night routine ✨ cozy & relaxing,619,20210530
XXM7671q0U4,2024: The Year of High Contrast Visuals - Access-Ability,620,20240126
bseBYcSx68w,তত্বাবধায়ক সরকার | শুরু থেকে শেষের গল্প | Caretaker Government | From the beginning to the end |,621,20230613
ose7FlC2KW4,The Real Life Truman Show and the Loneliness Epidemic,621,20241223
Aeavr2dNRW8,How To Finish Long Books Quickly - A Tip For Reading More,621,20230222
zhOCOFSPAcU,BARBARIANS Ending Explained + Real Life History!,621,20201025
2VnUJ7Qkw8A,Libs of TikTok like me :)),622,20240911
cpmmq0CcD_I,Britain's Deserts are Turning Black - here's why,623,20250426
G6NAtyOsKBg,The Death of Stalin (2018) - Deleted Scenes,623,20200623
KC2R9JySqbU,latexify: Turn Python Functions Into Math Formulas,624,20241222
K6pak8jJ2A8,জিয়াউর রহমানকে হ*ত্যার পর যা যা ঘটেছিল | President Ziaur Rahman | BNP |,625,20250408
-iMUqJmZYzI,The Best New Dark Fantasy Manga I've Read,625,20250219
OpaTs5xSvYc,"If I was Starting a Wardrobe From Scratch, I'd Buy This",625,20241029
-lk2ZxdXdKc,where you go when you don't belong,625,20240406
_7OBK2EzZYE,I made a SEARCH ENGINE from scratch!,626,20241124
jpZaWyQa800,Top 5 Most Common Problems  with Student Films,626,20180401
0pdqxSyro_M,The Biology of Dune | Speculative Biology,628,20211223
JRLVFn9z0Gc,What a Tweet Tells Us About US Spy Satellites,629,20190831
Zxgv6OZuAsg,Cloudy with a chance of leeches,629,20220521
nMwiQE8Nsjc,No one actually knows why AI works,630,20250518
omDPPzZs8UE,Marques Tries ANOTHER Calendar App,630,20240201
xxN7uCE7CtY,How to Read Socialist Theory (Full Guide),631,20241125
0jqIHvb7yKk,Style Fundamentals | How To Build A Good Outfit,631,20200109
QdQYXwrBhfM,how to have an organized mind,631,20200229
blaBzoBL9JQ,Twitter Meme Accounts Are Horrible,633,20240821
urZtflcgiI0,JPEGMAFIA Vs Armand Hammer: The Whole Story,633,20250105
5TKZsnujzk0,The Genius Design of Communist Memorials,634,20240929
4M4HjCAdoAg,Math Caught $1 Million Dollar Fraud,635,20211216
Tx9dHc0MyHs,Making Linux look Frutiger Aero,636,20250222
35NJCtjF_w8,How A Math Professor Humiliated Hedge Fund Managers,636,20211013
b8aA9atkihA,How Easy Is It to Trick People with Facebook AI Slop?,637,20240713
aESqrP3hfi8,Why Dutch Bikes are Better (and why you should want one),637,20210208
i-jFcw-lGho,How I Got a 1500+ on the SAT | ONE WEEK Study Plan Prep Tips,638,20200816
welpJZSPtME,How I used Python to Resurrect an Ancient Japanese script 角字 - 江戶文字,640,20210912
FwhLf2gB3Cg,Severance Terrifies Me… in a Good Way,640,20250401
9yO5nJNDx-Q,5 Massive buildings that were never built,641,20180518
vLfZruBxwF0,parks and rec aged like milk,641,20210820
mHZW-d8TrLQ,Unboxing the Minimal Phone. Hands on Review,642,20250128
M2xGsUBDec0,Cody Ko Finally Says Something,642,20240727
PkrYjX3bbnc,how i organize my life with obsidian,644,20250503
EGpKwb4-M1o,How to Silence a Journalist,644,20240902
2IX5aOcOA5g,10 ways I get ready for the NEW SEMESTER (my final year!!),646,20210918
KPq6VswMsPY,"Making the Same Game in Python, Lua, and JavaScript",647,20250522
CDVxM3vlPdg,All Islamic denominations explained in 10 minutes,647,20240419
4sVIkIgJRGU,The Death of Acting in Pakistan? | Full Documentary,649,20250330
Rvey9g0VgY0,I learned a system for remembering everything,649,20220817
BGEft8rnSHY,"Old Websites Were Cooler, Actually",650,20220507
gDWFujy59Uw,How (Not) to Be the Messiah,651,20240615
QnRTXSvpEos,The Elf Who Could Bring Down Milei,651,20240908
UFz_qyMOwsA,This is How You Practice Cinematography (All By Yourself),651,20230630
R4ussrxbJ94,Mini Home Server Setup: Efficient and Affordable only 10W,652,20250502
3MxxYLmRNl8,This $100 Camera Makes Unlimited Film Photos,652,20230309
u3SS-KVdvYw,"The ""Dark"" Ages were fine, actually — History Hijinks",653,20220805
cMbNGUW0MFg,The insane world of $50 consoles.,654,20240616
OjEg0IBR_ak,The Easiest Way to Build Websites,655,20240418
39VVdj1t76Y,Japanese Militarism - Blood on the Railway - Extra History - Part 3,655,20211225
VU1B0wwDlak,The Place Where Romans Found Stone Age Gods | The Strange Archaeology of La Griega Cave,657,20250216
HsGBtDhOfNk,catching you up on the Clairo lore,657,20240920
lKJ1y68Z5Jo,Productive Day In My Life | silent vlog,657,20201122
LN-k7IRWMZ0,Olympic Boxing and Weird Conservative Politics,658,20240806
HHrxU1qUAH8,change is scary and life transitions suck,658,20240308
JqEaIvtU7vQ,deadline season.,660,20240424
Prbvg4qgpmA,How did the moon form?,660,20190720
OUnYsZmOhRA,📼 How to make 90s VHS Visuals,662,20220131
HjQd1QUwt7U,Understanding Is Compression: LLM Models Crush All Currently Known Compression Methods,663,20250502
L2J_eNgjxio,Making oddly satisfying LED magnet tiles,663,20241013
stR5ShSeAGM,Lupe Fiasco - Samurai ALBUM REVIEW,664,20240706
w7Ka44HugZ4,The Fate of the 50ft M&M Statue of Liberty,665,20250422
7LnZBamDhaw,"Is the men's section at UNIQLO worth it? | Deep dive into fabric, construction and fit!",665,20240818
6SSbROX3GxM,congrats! you have no personality,669,20241124
DcuvpihOmrQ,Japanese Militarism - Taisho Democracy - Extra History - Part 2,669,20211218
fLPjI9bVIsc,"✨ my mid-year reset (deep cleaning, bookshelf reorganization & more!) ✨",670,20240824
sTQ2J9BBURM,The Anime That Accidentally Inspired Akira,671,20191205
ztYfJDTjpjk,The Great Calculator Wars of the 70s,672,20241214
VoxTCei4ENs,(Intro To) Military Science Fiction | LeeReads,672,20210509
zH9nZ49xoAY,Who are the Premier League's most Overconfident Supporters? | Fan Delusion Index,674,20250220
rTaUAz5xrD4,Spellling - The Turning Wheel ALBUM REVIEW,675,20210707
Djeu4QBEbzw,My REALISTIC Productivity System,677,20250511
Or8Z7mbfgfU,nOboDy wAnTs tO HaVe kIdS AnyMore,677,20250228
RAVRyJ7W9pY,Papers Please Also Critiques Capitalism,677,20250126
RCq7l7IpUbM,The most devastating TV show you've never seen,677,20240823
avdlUQ73BE0,South Korea has an iPhone Problem,678,20231221
jk1YZHt3dpM,How slow reading can change your brain,678,20220409
sghcZb6tMqQ,What Happened to the Wealth of Crassus?,680,20230224
d2KQBC-aM6s,Drake vs  Kendrick A Stan's Heartbreak,680,20240517
ccg_EwisjqU,How to make WEATHER CHANNEL MUSIC,680,20231227
ieCZvKsC_po,The Ultimate Guide To Composition In Photography — Photography Visual Patterns #8,681,20220111
eM0C8v9ZWy0,This pocket notebook saved my brain.,682,20241204
A6rpxccvk1Y,Capitalist Realism is Corrupting Art,684,20220616
fOxqoxHL-Oc,A 70's Room Makeover (because I'm done with 2021),686,20210114
7ISOpcwh5pA,No Man Deserves The Everything Shower | HasanAbi Reacts,689,20250420
SrV69dBNEWs,How WandaVision Destroys Reality,689,20211020
hqbmKtal_ac,How to make YOUR dream game with no experience,690,20230501
fWRF6BJ1OQk,How To Master Time Management – ADHD Skills Part 1,690,20200715
WaWZXB2-rc0,I Built The CHEAPEST FPV Drone Worth Owning,691,20250218
E-_LDZjPUdY,Going to the Movies Is a Scam—So I Fixed It at Home,693,20250228
c3SYiI_NYq0,Creating a Custom Flight Computer for Active Rocket Control | Hardware Overview,693,20240721
inHWG3vHAvw,SLOWPUKE CONFRONTS HER ARCH NEMESIS,694,20230729
fbJnT_mrTh8,Building The DREAM Workspace | 2023 Home Office Makeover,695,20230728
kh8g92rn7bQ,"The Rise And Fall of the ""Tech Bro""",696,20240912
lGDm_HuswfA,Replicating Cold War Surveillance Tech at Home | FLESH SIMULATOR,697,20240601
To1woYCxPkw,A closer look at the ESP32/Arduino based CD Player with timed lyrics display,698,20250311
r-ec6QScfHg,"Gen-Z and The Rise of ""Anti-Hustle"" (Sophia Money-Coutts)",698,20240421
co6D7Pw2n38,TRANS YOUTH: What Do We Want?,698,20220730
fGSC2zPnzP4,Cooking for Poor College Students (and anyone on a budget),698,20190409
ZQTj8ZSDFw4,My Ultimate Obsidian Setup,699,20250220
V31VfV84FvY,LÖVR -- The Easiest 3D Game Engine?,699,20250109
qKqlU7WhXHw,The Japanese Shoegaze Scene,699,20220707
gl7sR7eLaPQ,Fallout's Real Horror,701,20240627
sTPNMdAsBD8,7 habits of highly successful students | back to school 2020,701,20200724
GgSK_V0q858,"$200 vs $12,000 All-Black Everyday Carry Kit",703,20240714
SfUCBTpOvCE,World's First DIY Gaming Laptop (Whole DESKTOP PC Inside),704,20240728
LS4yz39xxfo,The Windows XP Frog Mystery…,704,20240703
XVXW9kOsLjw,Used Digicam vs TikTok Digicam,704,20240714
FecHMXgezwE,1 Pro-Tickler vs. 8 Anti-Ticklers | A Heated Debate,705,20250119
CtT_Q5KdtFs,I finally confronted Goth Egg,705,20241002
8eVLW44J-5g,Why the US Can't (and Maybe Shouldn't) Quit Nuclear Power,705,20220810
tuoNRJlE1yA,"you can remember, I promise // reasons to read",706,20240717
ANnhj7GZtQk,Hitting the Jackpot at an E-Waste Centre - It's Amazing What People Throw Out!,706,20231203
z76x_6QTmMo,getting my life together: ep 1,707,20200719
gKppwACQ-qk,Existential Troopers - The Mandalorian,707,20201030
HE86ud4L2-s,Streaming Has Ruined My Brain | HasanAbi Reacts,708,20250518
WiLVEa3jzOo,Threatening Chinese man,708,20250401
BmPtltvBtlc,Aubrey Plaza Being Legitimately Crazy For 12 Minutes,708,20190607
tnArI4Zce58,"Room Makeover, Cozy, Simple and Minimal",708,20191021
9AnMptUOdhM,The Best Setup For Beginner Bedroom Music Producers,710,20230830
dyyJtPwGx2o,My Favorite Weird Way To Drink “Coffee”,711,20250404
5E2bvNi1uh4,How I Write My Video Essays (& Study History!),711,20221215
EUKZMqQtz2w,"the ""right"" way to start learning how to draw?",713,20250126
DQdB7wFEygo,The Only Docker Tutorial You Need To Get Started,713,20250128
6RB5YfuV36c,📱 what's on my iPhone + must-have apps ⭐️,713,20200711
Oh6ijalF3hA,I Built Spongebob Memes in Real Life,714,20240727
B9Hv8-caQyg,Inside SMIC: The Underdog Chipmaker That US Can't Stop,715,20250525
FxNhA_wido0,PragerU Taught Me How to BUDGET and It Was Awesome,716,20240731
AutAt9gOM5c,This Turkish Olympic Shooter Is INSANE | HasanAbi,717,20240802
rIYRIIgErsU,One Villainous Scene - Agent Smith's Interrogation,717,20210804
TQi2YaZ5yNY,THE LAST FASHION COLOR THEORY VIDEO YOU'LL EVER WATCH,718,20241017
SlV0UobhzD8,My Gaming & Study Desk Tour Setup,718,20200630
AldXZFq6C6M,The Quadra (Centris) 610 - Review of Apple's Mid-Range Pizza-Box Macintosh from 1993,719,20200510
TnNv7Zvui6E,WARDROBE ESSENTIALS EXPLAINED IN 12 MINUTES,720,20240831
7C92ZCnlmQo,Game Development for Noobs | Beginner Guide,721,20200403
L95sLxd1hmw,Writing English with the Arabic Script is Actually Quite Nice,723,20250326
s2w_YLu4WF8,Work Bag EDC for Commuters – My Everyday Carry Setup!,724,20250409
zXvwVF6_oqo,i fixed my desk's biggest problem with my 3d printer,725,20240915
6BjBQxWhBXg,I Made A Wearable Computer To Bypass The Law,726,20250503
lVkmasp-MbQ,Amy Schumer is the WORST | The Adam Friedland Show,728,20231105
RP0oVOH4Zz4,How to Beat Procrastination,728,20210331
cqMiMKnYk5E,How To River,730,20201104
U9ENCvFf9yQ,Step by Step Beginner Gym Guide (Full Training Plan + All You Need To Know),734,20231001
6ucBfohOZdk,My Obsidian Setup: Daily Notes and Dataview,735,20241220
6H0BfNAp8rA,"Anime, Manga, and Religiosity in Japan",736,20160616
aSZ4RUFA7VQ,TINY LIES: My $55 adventure in internet factchecking spiky Chinese benches,737,20250526
sL3rOIohbrM,How Blind Artists Paint,737,20240215
TXKHpz0OKKE,5 Huge Tips For Making Your First YouTube Videos,738,20200822
cQSZgZr-cuU,Stand by Me Doraemon: A Loser's Guide to Life | Video Essay,739,20211210
O3zh_mViWbc,5 IMPRESSIVE Python Resume Projects (You Can Finish in A Weekend),740,20231112
HL1XavoNqsM,How and why I switched to Linux,742,20240506
3eFqbDFOV1c,Four Different Kinds of Cheap Capable Pocket-size Compact Cameras You Should Know,742,20231029
CcprD1KNpKU,Why do Autonomous Cars Look Like Kitchen Appliances?,743,20210125
HuDH91XgceA,"introvert’s journaling for 2025 | bullet journal, morning pages, muji favorites and pens",744,20250224
ONMBBls6Q9o,Living in 2025 with a Dumbphone | Setting Goals & Finding Balance,745,20250209
iD6IE2mOpHM,Exploring Dead Adult Swim Games- A silly video essay,746,20240428
eANjGomWZp4,Game Development for Dummies | The Ultimate Guide,747,20230707
FGGw-5dfNiM,Water-Cooled Jet Engine in Plastic,748,20220526
e1lVV0nguZ8,Building a HOME SERVER on a BUDGET,749,20230922
0GyWA4j9JEk,This UNRELEASED Phone could have Changed Everything - Essential Project Gem,750,20250227
bFcQtovYk2Y,What's The Point of ALBUMS in Music?,752,20250128
iRtG4xqyuTc,Nazis are Funding YouTubers to Spread Pseudoscience,752,20241024
KTFPEc7PUxY,WHAT about the Monogatari Novels,752,20220509
5mLMVXUBgzs,The Best Reading Skill No One Ever Taught You,758,20221103
ipbyb6WftC4,Generation Loss: Creepy Twitter Stories,758,20180727
uIKupTibxKQ,Why Dune's VFX Feels So Real,760,20211116
2umOr1yBxHw,"Hey, Liberal Media Can Be Racist Too!!",761,20231112
p_d5LZFFuJw,how to add joy and whimsy into your life,762,20250108
b6PN8bnaDHg,7 Apps Better Than The Defaults Your Distro Ships,762,20240828
pxGS4GvTTJw,Every Personal Sigil Explained (A Song of Ice and Fire),765,20231222
kinRYXiMmyg,The Sad Nugget Round Up Vol II,766,20241028
OEHD8B33-wc,How to Accomplish Long Term Projects with ADHD,766,20230221
JMpexPi2ztY,Soviet Muslims On Hajj,767,20240510
Y7N6_HTR9y0,The Prince of Egypt - A Forgotten Masterpiece,768,20190209
G2V3jDvMAAc,Unsolved: The Strange Case of Joshua Maddux [Ft. Barely Sociable],769,20191029
GCfhcYg3jXc,How to Master ANYTHING in Life | Polymath Guide,770,20250223
vuPeDtnp6fA,WHY CLIMBING THE CORPORATE LADDER IS A JOKE!,770,20210511
XfxQt7CV32o,Thailand's King: Crop Top and Concubines (they Copyright'd this so uncut version free on my patreon),770,20210303
dk3dQf7yZFI,one year of studying (it was a mistake),771,20250103
ctQcCtiKG6g,Fashion for poor people,771,20250105
2NCWckYqh4w,What Everyone Misses About Tiny Desk Concerts,771,20241115
cjnmaeekK4I,Why Living in a Soviet Secret City Was Actually Amazing,772,20250507
4ExQnDYwsfo,Why is Andor's Dialogue SO Much Better - Star Wars: Andor,773,20230114
vm5Bw0i4rSM,Al-Ghazali - The Bane of the Philosophers,773,20230520
0loXukB302Q,"How to use a multimeter like a pro, the ultimate guide",775,20240121
KIIh7XRDmuQ,Engineering Degrees Ranked by Difficulty (Tier List),776,20250504
k9KCaUA1S08,"WHY YOU DON'T HAVE A ""STYLE""",776,20240918
WYo4oqMri_k,Why Oman’s $5B Smart Cities Are Different,777,20250309
wmeOacpXP70,Arcane and the Dangers of Snowbunny Mind Control,777,20241216
ysEN5RaKOlA,Learn web development as an absolute beginner,777,20191124
MYB0SVTGRj4,If AI Takes All Of Our Jobs... Who's Going To Buy Everything?,778,20240728
FgZkUi1NqRU,"You're NOT becoming ""THAT GIRL""... you are becoming POOR and in DEBT!",778,20240428
yS6e2I1vDWo,12 Office Desk Setup Accessories You've Never Heard Of!,778,20220313
v2VNmufHRN4,LOLcow,779,20240730
98SdMoq4kcc,Bookbinding Tools & Materials - beginner friendly,780,20220614
3g5xpKEf8Q0,6 Common App Essay Mistakes To Avoid | i've edited 50+ essays,780,20200731
nbjwYFo8SsQ,The eeePC... Wii Remote... thing?,781,20240721
NSO0IgT8JLQ,my new BUDGET DESK SETUP,781,20210328
jNXM3rtnLto,The Fall of Obey,782,20240426
0okgr70Afq4,the weird world of pronatalist families,783,20240808
bQAUFgS657w,A Microsoft Engineer Made This Great Beginner Linux Distro,784,20250508
nHQv4blla7g,Why Are Open Source Alternatives So Bad?,786,20240503
iE-M56CVJx4,Physics for Absolute Beginners,786,20230513
dLeLt40ZKYE,"i like to look at car crashes. (Lacan, Sartre, Žižek)",787,20181217
MfwFAIgLItY,I hate internet math,787,20240516
FsEqFvzDYHU,Why Mechanical Engineering is the BEST Type of Engineering,788,20250105
kBDnxOJOcqU,When the UI Feels Like Part of the World,789,20250525
_l_wtpxgB7k,How To Structure Your Programming Projects,791,20210730
uhuU-jzr00k,how to add synced lyrics to your music files (& cover art),793,20241125
7iht3VwXiII,Cucksumerism: Why Pokemon Sucks,793,20210906
Gj6HqWCdk3s,"the ultimate guide to an open source life, i spent 2 months on this, i hope you enjoy it!!!",794,20250203
klZi3jSTf24,We are killing critical thinking.,795,20210614
3yqEnknT68A,Franz von Stuck: Hitler's Favorite Artist,796,20250126
7q8zj5K97UA,"Socialism in the GDR: Gender, Sex and Sexuality",796,20201116
5sY-OLzurQ8,how my freshmen year of college is going,796,20201106
gkH1zhtADBA,How To Become a Stylist (Celebrity or Otherwise),799,20230925
YDM7Ezb_vN0,Cheap PVC submarine DIY,799,20211130
R50ghOfQPXY,How Knockoff Jerseys Became Better Than Real Ones,800,20250513
vKmiRomf8NY,The Optimal Death Row Meal,800,20250208
E75KHAf1Bc0,The So-called 'Historians' of the Soviet Union,800,20240325
h_VtVdTQFcA,Nukes Used To Be Way Cooler,801,20241115
c6QMUVUVvtk,what's in my backpack 🎒my college essentials,802,20211116
rHtSj3hTf7Y,The Strangest War in History? - Aztecs vs the Ottomans in South East Asia,803,20211019
MHPGeQD8TvI,How I would learn to code (if I could start over),807,20210425
1fPWr0d5zBE,10 years of coding in 13 minutes,808,20211019
qS3IB0wq4dI,"How I Prepare for the Semester | tips, schedule, organization",808,20210113
BmUZ2wp1lM8,Black Hole's Evil Twin - Gravastars Explained,810,20241203
8G4Q5dw3aQo,How to time-block when you have ADHD,811,20230711
swGygOl5Nt4,Why Are Horror Memes So Cool?,812,20220729
QN0FHf4k09E,Room tour of a gremlin with ADHD,813,20211004
tVTrnIdqabU,How I Expanded my Comfort Zone Using Science (& you can too!) || summer of self ep 1,814,20210731
XMFs3GphcWI,cleaning out my entire closet!! (kinda with the konmari method but not really),814,20190626
lxJZY9ibrw8,I Read Game of Thrones the Way George R. R. Martin Intended.,817,20240723
dXQnwJGu2DU,"""Hippie"" Influencers are INSANE",818,20240418
WM_jXZuA90U,AS Chemistry - practical titration tips,819,20210707
ep009ll9BgM,Game of Thrones: Unbiased Review,820,20220323
2KpekWEilcA,Tech Setup for Students and Content Creators,820,20210522
lO2852iyHQ0,what's on my iphone mini in 2025,821,20241122
DlHnlhuceuo,Who Built These Ancient Skyscrapers?,821,20241113
4rZ5z4pSzJk,What I Learned In My 20s,822,20201004
4MDIXS6CGtg,Your Desk Needs This (probably),824,20250403
z33egsRqpWA,Americans fall for cults much easier than Brits. here's why,824,20241107
cvva2i1gP00,The Rise of Ironic Meme Culture,824,20221008
AXE7lDn3snU,How Two Roommates Made The Best Show Not On TV,826,20250227
N5xUYLW0mZE,The Unimaginable Wealth of the Saudi Bloodline,826,20220203
-qxP2TzYcNw,Why Capitalism is Killing Us (And The Planet),826,20210507
AL88UNqiInc,Beginners guide to Ricing! (Linux Customization),827,20230418
xo-5m73za3g,Intuition Behind Voltage,827,20170309
I31A1fpQ1DU,why you need hobbies in 2024 // rediscovering my hobbies as a burned out college student,827,20240108
qK9sL4_A9Kk,The Creepiest Internet Anomalies,828,20241223
aeah3fFYlnA,"How to Build a Radio Telescope (See Satellites 35,000km Away!)",828,20170320
VBKNEm5P_ag,The Abbasid Revolution | 750CE - 754CE | Abbasid Caliphate #01,832,20200515
UJzh8X4Z8ys,the art of showing up,833,20240727
LnZ4ulQ9O30,how i study japanese + language learning tips for self-studying,833,20210202
1EnzkgqkuW0,Post-Satire Capitalism | Renegade Cut,835,20220227
TPtgeFzQTrk,"Turn Your Old PC Into a Home Server FOR FREE! - Jellyfin, PLEX, Home Assistant, Pi-hole and more!",836,20240116
mkdjPEmlcNg,🚿 21 WAYS TO GET OUT OF A SLUMP | My Reset Routine,836,20200630
FFytCr0VKnU,How America got so Stupid,837,20230801
yt24N1Awu9E,"The Unabomber, Explained",837,20230701
KkEuUQN5t58,"how i make money as a college student // not a scam, not passive, not ""easy money""",840,20210427
UbY3_0RvmWw,The Al-Qaeda Mole Who Infiltrated The CIA,841,20240519
